Barcode,Product_Name,Category,Sugar_g_per_100g,Fat_g_per_100g,Sodium_mg_per_100g,Protein_g_per_100g,Additives,Ingredient_Text,Ingredient_Sentiment,Health_Score,Health_Label
8902851071350,SodaPop Drink,Beverage,17.2,1.8,108,1.1,E202,"cardamom, sugar, preservative, vitamin, coriander",Unhealthy,65,Moderate
8909704285314,Parle-G Biscuits,Snack,22.1,11.5,293,6.3,E220,"garlic, clove, maltodextrin, artificial color, fiber",Unhealthy,52,Moderate
8907565537532,SodaPop Drink,Beverage,39.8,0.8,80,12.2,None,"brown rice, honey, trans fat, hing, whey protein, artificial color, oats",Healthy,76,Moderate
8909533244943,Too Yumm Multigrain Chips,Snack,1.6,11.5,547,3.4,E211,"oats, whole grain, honey, garlic, palm oil, cumin, peanuts",Healthy,64,Moderate
8905729344563,Amul Toned Milk,Beverage,28.0,1.4,112,3.5,E200,"maltodextrin, flaxseed, peanuts, invert sugar, refined oil, quinoa",Unhealthy,56,Moderate
8900197417859,Kellogg's Muesli,Breakfast,13.3,5.8,237,12.9,E220,"cardamom, salt, invert sugar, oats, protein, millets, coriander",Healthy,96,Healthy
8906442222551,Britannia Marie Gold,Snack,10.3,7.4,354,9.5,E296,"stabilizer, protein, tamarind, honey, green gram, sugar, artificial flavor",Healthy,84,Healthy
8909085912590,Tropicana Orange,Beverage,0.0,0.9,65,3.6,E120,"fructose, refined oil, glucose, preservative, chia, whole grain",Unhealthy,96,Healthy
8901633249082,Britannia Marie Gold,Snack,0.0,32.4,439,4.7,E110,"tamarind, refined oil, clove, turmeric, fiber, flaxseed, peanuts",Healthy,53,Moderate
8900302955671,Too Yumm Multigrain Chips,Snack,7.4,18.4,392,4.8,E202,"palm oil, flaxseed, whey protein, natural, honey, fructose",Unhealthy,56,Moderate
8902049238562,Bingo Tedhe Medhe,Snack,19.6,13.8,328,4.3,E200,"garlic, fructose, millets, protein, sugar, invert sugar, almonds, corn syrup",Unhealthy,46,Unhealthy
8903753480118,BrownBread Slice,Breakfast,15.9,0.6,92,10.8,E110,"garlic, glucose, whey protein, emulsifier, barley, black pepper",Unhealthy,88,Healthy
8901295865574,Soy Protein Drink,Beverage,7.1,1.3,36,2.2,E102,"coriander, flaxseed, brown rice, protein, salt, glucose, tamarind",Unhealthy,82,Healthy
8905831180377,Paper Boat Aam Panna,Beverage,39.2,1.6,137,3.0,E102,"fiber, barley, artificial flavor, trans fat, brown rice, maltodextrin, whey protein",Healthy,44,Unhealthy
8904706335181,Paper Boat Jaljeera,Beverage,27.6,2.0,64,1.9,E202,"quinoa, fructose, jaggery, coriander, whey protein, artificial color, corn syrup",Unhealthy,55,Moderate
8902238766296,EnergyPlus Drink,Beverage,88.2,3.3,196,1.6,None,"glucose, honey, invert sugar, hing",Unhealthy,0,Unhealthy
8907823885632,OatCrunch Cookies,Snack,2.8,19.7,509,12.5,E100,"protein, clove, cumin, whole grain, vitamin, emulsifier, ginger",Healthy,81,Healthy
8908766838415,Too Yumm Multigrain Chips,Snack,33.0,17.9,546,7.9,E500,"fiber, black pepper, ragi, chia, glucose",Healthy,30,Unhealthy
8906868709615,Quaker Oats,Breakfast,9.6,5.0,325,9.2,E200,"refined oil, brown rice, millets, peanuts",Healthy,88,Healthy
8906215978543,Bournvita Health Drink,Beverage,50.8,1.8,165,0.6,E296,"clove, garlic, fructose, vitamin, brown rice, protein, artificial flavor, cardamom, trans fat",Healthy,25,Unhealthy
8907544066927,Bingo Tedhe Medhe,Snack,17.6,23.7,355,3.6,E200,"preservative, stabilizer, quinoa, glucose, oats, trans fat",Unhealthy,36,Unhealthy
8905011045772,Horlicks Classic Malt,Beverage,80.7,2.7,55,3.7,E200,"trans fat, glucose, oats, coriander, peanuts, protein, artificial color, maltodextrin, walnuts",Healthy,0,Unhealthy
8909869963379,Parle-G Biscuits,Snack,13.8,14.2,307,6.3,E110,"vitamin, maltodextrin, protein, artificial color, cardamom",Unhealthy,56,Moderate
8905818953992,Too Yumm Multigrain Chips,Snack,22.8,18.1,668,4.6,E330,"ragi, artificial color, cumin, stabilizer, tamarind, invert sugar, garlic, fructose, peanuts",Unhealthy,21,Unhealthy
8900595913784,BrownBread Slice,Breakfast,2.8,12.8,161,2.0,E200,"millets, cardamom, hing, clove, walnuts, maltodextrin, protein",Healthy,80,Healthy
8900454429417,EnergyPlus Drink,Beverage,77.7,1.7,120,2.6,E102,"tamarind, almonds, salt, glucose, quinoa, jaggery",Healthy,0,Unhealthy
8900894201386,Yakult Probiotic,Beverage,35.1,2.8,10,0.0,E150d,"green gram, quinoa, glucose, black pepper, ragi, brown rice",Healthy,48,Unhealthy
8904527741775,HealthyNut Mix,Snack,17.6,16.5,493,9.6,E100,"hing, cumin, salt, flaxseed, palm oil, artificial color",Unhealthy,51,Moderate
8909841380112,Baked Veggie Chips,Snack,16.4,16.9,338,1.0,E120,"artificial color, whey protein, tamarind, artificial flavor, ginger, fiber, trans fat",Unhealthy,39,Unhealthy
8902659555296,Maggi Masala Noodles,Snack,11.2,20.0,364,10.6,E102,"artificial flavor, emulsifier, artificial color, cumin, vitamin, green gram",Unhealthy,61,Moderate
8908438347997,Real Mixed Fruit,Beverage,89.2,0.4,72,0.0,E500,"turmeric, fructose, natural, palm oil, barley",Unhealthy,0,Unhealthy
8904720245854,Amul Lassi,Beverage,39.5,1.5,84,0.0,E296,"flaxseed, hing, cardamom, preservative, garlic, whey protein, vitamin",Healthy,42,Unhealthy
8906474688457,Kellogg's Corn Flakes,Breakfast,22.2,13.2,288,5.0,E330,"glucose, salt, natural, millets, maltodextrin",Healthy,55,Moderate
8901576920269,Amul Toned Milk,Beverage,54.1,0.0,10,0.2,E220,"protein, whey protein, preservative, maltodextrin, turmeric",Unhealthy,21,Unhealthy
8903438596102,Paper Boat Jaljeera,Beverage,47.7,1.8,143,2.0,E330,"honey, oats, fructose, peanuts, almonds, invert sugar, fiber",Healthy,33,Unhealthy
8902852068611,Amul Toned Milk,Beverage,77.7,0.9,144,2.2,E150d,"artificial color, refined oil, ragi, trans fat, oats, palm oil, invert sugar",Unhealthy,0,Unhealthy
8908608577360,PowerBite Protein Bar,Snack,12.4,5.0,388,12.7,E110,"refined oil, trans fat, salt, barley, emulsifier",Unhealthy,79,Moderate
8901637328229,OatCrunch Cookies,Snack,20.9,26.1,404,4.4,E102,"trans fat, artificial flavor, tamarind, jaggery, cardamom",Unhealthy,25,Unhealthy
8905492357232,Soy Protein Drink,Beverage,33.1,1.0,10,3.7,E200,"garlic, oats, invert sugar, chia, flaxseed, natural, green gram",Healthy,64,Moderate
8905508165068,EnergyPlus Drink,Beverage,0.0,0.0,56,2.8,E330,"maltodextrin, cardamom, sugar, millets, black pepper, hing",Unhealthy,96,Healthy
8909413916072,BrownBread Slice,Breakfast,1.7,8.5,252,5.3,E102,"invert sugar, refined oil, millets, fructose, peanuts, jaggery, coriander, walnuts, flaxseed",Healthy,86,Healthy
8907945090193,ZeroSugar Soda,Beverage,1.2,0.0,61,0.1,E202,"glucose, preservative, vitamin, refined oil, ginger, tamarind, black pepper, natural",Unhealthy,87,Healthy
8901100868366,OatCrunch Cookies,Snack,19.5,20.0,453,5.3,E220,"whey protein, millets, honey, preservative, emulsifier",Unhealthy,36,Unhealthy
8900091466349,Real Mixed Fruit,Beverage,43.4,0.0,10,7.8,E150d,"garlic, invert sugar, fructose, corn syrup, millets",Unhealthy,50,Moderate
8909989498928,EnergyPlus Drink,Beverage,69.4,1.6,162,4.9,E110,"emulsifier, salt, black pepper, cardamom, millets, whole grain, hing, refined oil",Unhealthy,0,Unhealthy
8906378240326,Kellogg's Muesli,Breakfast,20.2,6.4,409,10.8,E296,"hing, jaggery, salt, sugar, walnuts, quinoa, refined oil, emulsifier",Unhealthy,64,Moderate
8900703645358,Quaker Oats,Breakfast,17.4,7.5,300,6.2,E150d,"whole grain, turmeric, preservative, cumin",Unhealthy,58,Moderate
8905788076941,Bingo Tedhe Medhe,Snack,3.7,30.2,517,6.0,E150d,"maltodextrin, palm oil, ginger, coriander, flaxseed, brown rice",Unhealthy,42,Unhealthy
8903524327328,Kellogg's Muesli,Breakfast,17.6,9.3,192,7.0,E102,"emulsifier, stabilizer, flaxseed, cumin, clove, barley",Unhealthy,63,Moderate
8902080368529,Granola Delight,Breakfast,17.7,6.3,391,7.6,E500,"cumin, garlic, green gram, palm oil, oats, corn syrup, invert sugar",Healthy,69,Moderate
8906818675790,Paper Boat Aam Panna,Beverage,68.1,2.6,100,1.0,E102,"natural, whey protein, honey, fructose, artificial flavor, trans fat, stabilizer",Unhealthy,0,Unhealthy
8900025742368,Bingo Tedhe Medhe,Snack,27.0,17.9,248,22.4,E220,"stabilizer, ragi, oats, green gram, protein, garlic, cardamom, tamarind",Healthy,88,Healthy
8900572014031,ZeroSugar Soda,Beverage,69.8,0.8,104,0.0,E200,"stabilizer, peanuts, hing, ragi, palm oil, natural, whole grain",Healthy,3,Unhealthy
8900837652502,Paper Boat Jaljeera,Beverage,42.4,1.3,95,5.1,E330,"ragi, natural, refined oil, chia, tamarind, coriander, hing",Healthy,51,Moderate
8903493195158,Mother Dairy Dahi,Beverage,37.3,0.0,10,0.1,E296,"natural, whole grain, clove, ginger, chia",Healthy,51,Moderate
8909503072125,Kellogg's Muesli,Breakfast,11.5,5.6,386,3.6,E330,"whey protein, fructose, stabilizer, whole grain, maltodextrin",Healthy,68,Moderate
8903537457570,Maggi Masala Noodles,Snack,25.1,16.2,292,12.3,E100,"stabilizer, palm oil, garlic, coriander, salt, vitamin, glucose, flaxseed",Unhealthy,58,Moderate
8901846657216,Kurkure Masala Munch,Snack,7.1,17.1,529,6.6,E102,"millets, preservative, black pepper, glucose, corn syrup",Unhealthy,52,Moderate
8902032096965,HealthyNut Mix,Snack,10.3,31.7,288,3.5,E220,"fructose, clove, jaggery, hing, honey",Unhealthy,40,Unhealthy
8905690300544,Paper Boat Aam Panna,Beverage,29.2,1.3,10,12.5,E202,"fructose, preservative, peanuts, clove, quinoa, coriander, artificial flavor, honey, tamarind",Unhealthy,82,Healthy
8903516126206,EnergyPlus Drink,Beverage,65.8,0.0,48,0.9,E120,"jaggery, sugar, fiber, oats, fructose, barley, salt, quinoa",Healthy,14,Unhealthy
8909640023780,Mother Dairy Dahi,Beverage,2.9,0.0,100,4.1,E211,"artificial color, fructose, vitamin, turmeric, walnuts, palm oil, flaxseed",Unhealthy,90,Healthy
8900631212397,Lays Classic Salted,Snack,0.4,5.0,291,3.2,E220,"ginger, maltodextrin, whey protein, emulsifier, invert sugar, artificial flavor, almonds, honey",Unhealthy,79,Moderate
8905260096189,ChocoBite Energy Bar,Snack,0.0,19.9,248,7.0,E200,"corn syrup, clove, emulsifier, artificial flavor, honey, salt, cumin, artificial color, coriander",Unhealthy,76,Moderate
8907047479108,ZeroSugar Soda,Beverage,26.3,1.1,34,8.6,E220,"turmeric, black pepper, fructose, refined oil, maltodextrin, jaggery, ginger",Healthy,83,Healthy
8901767627115,Amul Lassi,Beverage,1.5,0.3,55,8.2,E102,"stabilizer, trans fat, honey, sugar, quinoa",Healthy,100,Healthy
8904384272615,Parle-G Biscuits,Snack,23.2,19.3,421,14.2,E100,"artificial color, protein, invert sugar, green gram, jaggery",Healthy,63,Moderate
8907860451238,Bingo Tedhe Medhe,Snack,6.1,27.7,309,2.8,E200,"coriander, fiber, tamarind, emulsifier, whey protein, almonds",Healthy,55,Moderate
8906290007144,EnergyPlus Drink,Beverage,39.9,1.3,172,0.4,E330,"walnuts, salt, oats, brown rice, honey, green gram",Healthy,39,Unhealthy
8906435262809,PowerBite Protein Bar,Snack,22.0,15.4,573,4.0,E220,"barley, maltodextrin, whey protein, peanuts, turmeric, vitamin, almonds, tamarind",Healthy,36,Unhealthy
8907987028328,PowerBite Protein Bar,Snack,8.4,17.6,440,9.0,E150d,"flaxseed, vitamin, millets, garlic, honey, quinoa, emulsifier, artificial flavor, coriander",Healthy,68,Moderate
8909193724005,Real Mixed Fruit,Beverage,27.1,0.8,67,2.1,E211,"ginger, whey protein, stabilizer, millets, fructose",Healthy,62,Moderate
8907595073826,Tropicana Orange,Beverage,100.0,1.4,83,0.0,E330,"maltodextrin, ragi, palm oil, artificial color, flaxseed",Unhealthy,0,Unhealthy
8908023609667,Sunfeast Dark Fantasy,Snack,0.0,13.9,212,13.7,E100,"emulsifier, protein, fructose, maltodextrin, trans fat, corn syrup, ragi",Unhealthy,100,Healthy
8903054206815,Kellogg's Muesli,Breakfast,21.3,4.0,262,5.6,E150d,"artificial color, sugar, cumin, garlic, turmeric, brown rice",Unhealthy,57,Moderate
8904518088572,Kellogg's Corn Flakes,Breakfast,30.5,4.3,240,7.2,E296,"hing, fiber, clove, chia, whole grain, garlic, flaxseed",Healthy,61,Moderate
8905069958694,SodaPop Drink,Beverage,13.5,1.7,111,1.4,E120,"barley, almonds, cumin, ginger, fructose, stabilizer, black pepper, sugar, preservative",Unhealthy,70,Moderate
8904293851805,Oreo Vanilla,Snack,25.1,7.6,578,3.6,E200,"preservative, clove, corn syrup, whole grain",Unhealthy,31,Unhealthy
8907598173196,Soy Protein Drink,Beverage,79.9,1.8,79,2.3,E110,"maltodextrin, glucose, emulsifier, barley, coriander, corn syrup, jaggery, tamarind",Unhealthy,0,Unhealthy
8900619610571,Kurkure Masala Munch,Snack,1.1,25.0,465,1.0,None,"emulsifier, ragi, walnuts, artificial color, barley, sugar",Healthy,56,Moderate
8900037350054,Quaker Oats,Breakfast,10.7,3.4,200,11.7,E110,"ragi, oats, chia, trans fat, coriander, salt",Healthy,97,Healthy
8900780914210,Soy Protein Drink,Beverage,0.0,0.9,16,7.9,E202,"artificial flavor, maltodextrin, chia, invert sugar",Unhealthy,100,Healthy
8907222884233,EnergyPlus Drink,Beverage,49.3,0.9,194,3.5,E211,"whey protein, emulsifier, cardamom, artificial color, turmeric, chia, quinoa, coriander",Unhealthy,22,Unhealthy
8902712432397,Sunfeast Dark Fantasy,Snack,21.5,22.3,528,9.5,E211,"artificial color, artificial flavor, jaggery, preservative, invert sugar",Unhealthy,35,Unhealthy
8909911501271,Haldiram Bhujia,Snack,15.2,7.5,542,1.2,E330,"invert sugar, trans fat, preservative, maltodextrin, brown rice, refined oil",Unhealthy,40,Unhealthy
8900530545722,Saffola Oats,Breakfast,20.8,4.0,369,10.6,E150d,"stabilizer, sugar, artificial flavor, tamarind, fiber, invert sugar, chia",Healthy,72,Moderate
8900639908160,Britannia Marie Gold,Snack,7.1,8.8,419,7.9,E100,"artificial flavor, maltodextrin, brown rice, trans fat, hing",Unhealthy,72,Moderate
8908731748684,Amul Lassi,Beverage,99.5,0.7,62,1.3,None,"fructose, artificial color, chia, emulsifier, jaggery, vitamin, trans fat",Unhealthy,0,Unhealthy
8903937302799,Granola Delight,Breakfast,11.2,6.7,144,8.6,E296,"palm oil, fructose, green gram, brown rice, sugar, corn syrup",Unhealthy,84,Healthy
8909060552128,Saffola Oats,Breakfast,4.9,7.4,143,5.5,E100,"barley, glucose, jaggery, chia, quinoa, oats",Healthy,92,Healthy
8903184177557,Sunfeast Dark Fantasy,Snack,24.0,19.8,323,5.2,E100,"hing, turmeric, black pepper, walnuts, glucose, emulsifier",Unhealthy,37,Unhealthy
8904137825212,Saffola Oats,Breakfast,2.5,9.2,351,7.6,E220,"glucose, turmeric, artificial color, natural, refined oil, salt, green gram",Unhealthy,80,Healthy
8906497447375,Tropicana Orange,Beverage,72.1,2.4,90,0.0,E330,"trans fat, ragi, ginger, corn syrup, palm oil",Unhealthy,0,Unhealthy
8901226056733,Paper Boat Aam Panna,Beverage,13.5,0.9,36,1.6,E296,"almonds, black pepper, invert sugar, flaxseed, honey, ginger, fructose",Healthy,83,Healthy
8904773115920,Kellogg's Corn Flakes,Breakfast,14.3,0.4,114,11.3,E110,"emulsifier, almonds, walnuts, green gram, jaggery, stabilizer, glucose, chia",Healthy,99,Healthy
8902794530610,Mother Dairy Dahi,Beverage,61.0,0.0,68,10.5,E296,"maltodextrin, quinoa, black pepper, flaxseed, artificial flavor",Unhealthy,34,Unhealthy
8904301685927,BrownBread Slice,Breakfast,22.0,7.2,313,3.6,None,"honey, clove, glucose, invert sugar, whole grain, salt, natural",Healthy,61,Moderate
8905499962343,Granola Delight,Breakfast,14.0,8.7,212,6.7,E150d,"natural, preservative, vitamin, trans fat, honey, millets",Healthy,75,Moderate
8904960153053,Britannia Marie Gold,Snack,10.3,15.7,389,21.3,E120,"natural, trans fat, preservative, coriander, walnuts, barley",Healthy,100,Healthy
8903591882274,Mother Dairy Dahi,Beverage,76.5,1.3,196,0.0,E296,"barley, preservative, emulsifier, honey, clove",Unhealthy,0,Unhealthy
8900303617363,Kellogg's Corn Flakes,Breakfast,11.9,11.5,267,9.2,E200,"ragi, chia, fiber, honey, salt",Healthy,81,Healthy
8902266906268,Yakult Probiotic,Beverage,61.3,1.6,96,0.2,E100,"barley, whole grain, jaggery, millets, palm oil, vitamin, artificial color, preservative",Healthy,14,Unhealthy
8902193180542,Maggi Masala Noodles,Snack,15.0,21.1,502,9.3,E100,"maltodextrin, corn syrup, ginger, trans fat, whey protein",Unhealthy,48,Unhealthy
8900724308043,Kellogg's Corn Flakes,Breakfast,22.3,7.7,455,9.1,E120,"fructose, preservative, corn syrup, almonds, black pepper, brown rice, coriander",Unhealthy,54,Moderate
8907879432746,Paper Boat Jaljeera,Beverage,0.0,3.6,15,4.5,E120,"chia, hing, cardamom, palm oil, corn syrup, artificial color",Unhealthy,98,Healthy
8908841683830,Bingo Tedhe Medhe,Snack,22.8,35.8,405,4.5,E110,"quinoa, whole grain, hing, jaggery, cumin, artificial flavor, peanuts",Unhealthy,13,Unhealthy
8905924968662,Saffola Oats,Breakfast,13.4,4.6,196,9.9,E211,"jaggery, invert sugar, black pepper, chia, cardamom, whole grain, ginger",Healthy,89,Healthy
8900159572764,Horlicks Classic Malt,Beverage,100.0,1.3,105,1.4,E296,"honey, flaxseed, garlic, protein, whole grain, maltodextrin, almonds, refined oil",Healthy,0,Unhealthy
8909424500963,Real Mixed Fruit,Beverage,28.0,1.8,23,11.1,E202,"jaggery, peanuts, natural, whey protein, flaxseed",Healthy,87,Healthy
8908519281255,Real Mixed Fruit,Beverage,57.6,1.2,10,0.3,E100,"walnuts, fructose, stabilizer, glucose, turmeric, almonds, black pepper",Unhealthy,16,Unhealthy
8906837590637,Haldiram Bhujia,Snack,26.1,22.3,304,4.9,E296,"artificial color, flaxseed, millets, whole grain, chia, refined oil, black pepper, hing, maltodextrin",Healthy,40,Unhealthy
8909572152359,Oreo Vanilla,Snack,7.4,26.8,263,15.3,E150d,"almonds, artificial flavor, maltodextrin, garlic, stabilizer, fructose, salt",Unhealthy,76,Moderate
8905578104385,Yakult Probiotic,Beverage,36.6,1.2,96,3.8,E330,"maltodextrin, protein, glucose, preservative, flaxseed, green gram",Unhealthy,47,Unhealthy
8902019325557,Bournvita Health Drink,Beverage,46.2,1.8,120,6.2,E200,"clove, hing, flaxseed, garlic, oats, whole grain, sugar",Healthy,46,Unhealthy
8902885212158,Lays Classic Salted,Snack,0.0,18.2,682,1.0,E150d,"hing, chia, black pepper, garlic, invert sugar, glucose",Unhealthy,39,Unhealthy
8900929895645,Real Mixed Fruit,Beverage,52.0,1.2,130,10.5,E100,"refined oil, artificial color, quinoa, vitamin, sugar, chia, artificial flavor",Unhealthy,41,Unhealthy
8903906641845,HealthyNut Mix,Snack,6.7,16.2,553,6.7,E220,"ragi, stabilizer, vitamin, sugar, brown rice",Healthy,63,Moderate
8900400082250,Kellogg's Muesli,Breakfast,15.7,4.6,127,9.6,E211,"artificial color, ginger, fiber, millets",Healthy,88,Healthy
8908646840677,BrownBread Slice,Breakfast,6.9,0.0,297,15.1,E110,"artificial color, refined oil, protein, whole grain, stabilizer, sugar, vitamin",Unhealthy,100,Healthy
8900577403087,Bingo Tedhe Medhe,Snack,22.2,5.0,209,1.3,E200,"peanuts, fructose, barley, palm oil, green gram, protein, whey protein",Healthy,58,Moderate
8902805095111,ChocoBite Energy Bar,Snack,8.0,18.3,326,5.6,E220,"oats, palm oil, tamarind",Unhealthy,60,Moderate
8903916629953,Kellogg's Muesli,Breakfast,4.1,1.2,307,6.0,E110,"vitamin, invert sugar, cardamom, fiber, turmeric, cumin",Healthy,89,Healthy
8909277407894,Tropicana Orange,Beverage,38.0,0.0,149,0.1,E330,"ragi, chia, fructose, clove, quinoa, whey protein, turmeric",Unhealthy,35,Unhealthy
8907621880931,Saffola Oats,Breakfast,8.9,7.0,311,8.0,E120,"corn syrup, oats, vitamin, fructose, stabilizer, whole grain",Unhealthy,76,Moderate
8904594958698,BrownBread Slice,Breakfast,8.1,9.2,199,8.3,E211,"artificial flavor, coriander, emulsifier, salt, maltodextrin, clove, green gram",Unhealthy,79,Moderate
8900105030738,Kurkure Masala Munch,Snack,4.8,16.3,318,3.5,E330,"palm oil, sugar, oats, stabilizer, tamarind, salt, refined oil",Unhealthy,61,Moderate
8907577215617,Horlicks Classic Malt,Beverage,100.0,0.9,54,0.0,E102,"walnuts, black pepper, invert sugar, trans fat, honey, emulsifier, green gram",Unhealthy,0,Unhealthy
8905270496786,Oreo Vanilla,Snack,12.4,7.1,432,1.0,E330,"cardamom, almonds, green gram, ginger, salt, fructose, coriander, stabilizer",Unhealthy,49,Unhealthy
8907135931819,BrownBread Slice,Breakfast,15.4,2.7,175,7.5,E330,"cumin, almonds, glucose, salt, peanuts, barley",Healthy,86,Healthy
8903620052365,Parle-G Biscuits,Snack,7.1,9.2,579,13.9,E150d,"oats, palm oil, maltodextrin, cardamom, garlic, peanuts",Unhealthy,74,Moderate
8908640943956,Haldiram Bhujia,Snack,23.2,20.1,860,1.0,E330,"tamarind, palm oil, almonds, vitamin, barley, fiber, whey protein",Healthy,9,Unhealthy
8905844333983,ZeroSugar Soda,Beverage,76.0,0.2,100,0.0,E102,"whole grain, artificial flavor, glucose, vitamin, tamarind, artificial color, whey protein",Unhealthy,0,Unhealthy
8902133462280,Yakult Probiotic,Beverage,62.4,0.3,66,1.1,E211,"invert sugar, quinoa, stabilizer, peanuts, refined oil, cumin, salt",Unhealthy,6,Unhealthy
8907025518685,ChocoBite Energy Bar,Snack,35.7,15.2,602,2.4,E220,"millets, protein, black pepper, artificial color, jaggery, garlic",Healthy,13,Unhealthy
8907356774373,ChocoBite Energy Bar,Snack,12.2,22.5,455,1.0,E330,"coriander, hing, maltodextrin, sugar, honey, black pepper, preservative, whey protein",Unhealthy,33,Unhealthy
8906582306702,HealthyNut Mix,Snack,18.8,29.9,286,5.5,E500,"maltodextrin, honey, flaxseed, emulsifier, turmeric, ragi, walnuts, whole grain",Healthy,44,Unhealthy
8907017914991,Sunfeast Dark Fantasy,Snack,14.0,11.8,411,3.0,E102,"millets, ginger, coriander, peanuts, artificial flavor",Healthy,53,Moderate
8909720119776,Saffola Oats,Breakfast,11.0,9.1,329,8.2,E200,"hing, coriander, chia, almonds, quinoa, green gram, preservative",Healthy,79,Moderate
8905093069086,Baked Veggie Chips,Snack,20.5,20.5,411,2.1,E110,"natural, honey, palm oil, sugar, invert sugar, maltodextrin, cumin, turmeric, cardamom",Unhealthy,26,Unhealthy
8905145010499,ZeroSugar Soda,Beverage,4.4,2.1,80,3.4,E211,"emulsifier, refined oil, vitamin, stabilizer, sugar",Unhealthy,85,Healthy
8906066919868,Kurkure Masala Munch,Snack,22.4,28.6,550,1.0,E220,"sugar, salt, refined oil, oats, preservative",Unhealthy,9,Unhealthy
8909795879516,Lays Classic Salted,Snack,16.5,21.0,548,6.6,E150d,"whole grain, black pepper, coriander, refined oil, preservative, glucose, oats, walnuts, corn syrup",Unhealthy,35,Unhealthy
8902152634830,Bournvita Health Drink,Beverage,23.2,1.6,141,4.2,E500,"corn syrup, brown rice, preservative, trans fat, natural",Unhealthy,63,Moderate
8907870858411,ZeroSugar Soda,Beverage,30.6,1.1,100,12.9,E202,"ginger, garlic, millets, palm oil, invert sugar, quinoa, preservative",Healthy,85,Healthy
8905227958714,Granola Delight,Breakfast,13.9,5.8,30,9.1,E202,"fructose, maltodextrin, chia, walnuts, refined oil, invert sugar",Unhealthy,88,Healthy
8904380173096,SodaPop Drink,Beverage,11.5,1.0,10,6.4,E110,"preservative, black pepper, stabilizer, glucose, turmeric",Unhealthy,87,Healthy
8905843472781,OatCrunch Cookies,Snack,26.2,17.0,527,3.3,E200,"trans fat, fructose, ragi, quinoa, turmeric, vitamin, corn syrup, walnuts, artificial flavor",Unhealthy,22,Unhealthy
8903432433812,Parle-G Biscuits,Snack,18.0,15.0,480,1.0,E200,"tamarind, glucose, sugar, green gram, barley, whey protein, hing",Unhealthy,32,Unhealthy
8908237468141,Kellogg's Corn Flakes,Breakfast,10.1,8.5,223,8.4,E202,"corn syrup, sugar, vitamin, ginger, coriander, natural, peanuts, garlic, preservative",Unhealthy,79,Moderate
8903111736125,OatCrunch Cookies,Snack,3.6,17.6,235,21.0,E202,"palm oil, cardamom, ginger, ragi",Unhealthy,100,Healthy
8908731803602,Paper Boat Jaljeera,Beverage,57.4,0.2,103,0.0,E102,"turmeric, brown rice, peanuts, black pepper, quinoa, hing, salt, oats, walnuts",Healthy,17,Unhealthy
8905102579408,Amul Toned Milk,Beverage,77.8,0.8,199,5.0,E150d,"turmeric, salt, walnuts, emulsifier, quinoa, millets",Unhealthy,0,Unhealthy
8908216207802,Paper Boat Jaljeera,Beverage,7.0,0.0,32,1.9,E211,"protein, stabilizer, fructose, ginger, honey, garlic, emulsifier, whey protein",Unhealthy,82,Healthy
8905388795302,Soy Protein Drink,Beverage,57.8,0.0,54,4.0,E120,"cumin, artificial color, sugar, trans fat, garlic, brown rice, fructose",Unhealthy,23,Unhealthy
8900076419712,PowerBite Protein Bar,Snack,13.5,5.0,319,4.9,E150d,"peanuts, sugar, millets, quinoa, jaggery, emulsifier",Healthy,70,Moderate
8902627202150,Saffola Oats,Breakfast,26.3,8.4,225,6.3,E200,"chia, stabilizer, salt, fiber, emulsifier, corn syrup",Unhealthy,53,Moderate
8901396080642,Real Mixed Fruit,Beverage,48.9,0.6,44,2.0,None,"cumin, millets, clove, coriander, flaxseed, glucose",Healthy,42,Unhealthy
8906378161100,Maggi Masala Noodles,Snack,10.8,22.8,371,5.3,E202,"artificial color, artificial flavor, tamarind, corn syrup, cumin",Unhealthy,49,Unhealthy
8907866713253,Oreo Vanilla,Snack,4.6,21.5,582,5.8,E120,"whey protein, glucose, honey, fructose, salt, peanuts, protein, artificial flavor",Unhealthy,49,Unhealthy
8901163706693,Britannia Marie Gold,Snack,4.1,19.4,361,4.4,E220,"millets, green gram, preservative, refined oil, clove, cumin, whey protein",Healthy,67,Moderate
8905537485206,Granola Delight,Breakfast,5.0,2.4,38,5.6,E500,"maltodextrin, artificial color, sugar, turmeric, corn syrup",Unhealthy,94,Healthy
8905438688342,Soy Protein Drink,Beverage,41.4,0.0,25,1.8,E100,"whey protein, jaggery, sugar, fiber, turmeric, millets, fructose",Healthy,49,Unhealthy
8900244586492,Quaker Oats,Breakfast,5.1,6.4,30,9.3,E150d,"artificial color, salt, ragi, artificial flavor, barley, maltodextrin, jaggery",Unhealthy,96,Healthy
8907977875545,BrownBread Slice,Breakfast,5.0,3.8,235,9.1,E211,"salt, artificial color, chia, millets, cumin",Unhealthy,88,Healthy
8905794608774,Parle-G Biscuits,Snack,13.2,15.8,302,5.9,E296,"clove, maltodextrin, garlic, artificial flavor, sugar, stabilizer, flaxseed, oats",Unhealthy,58,Moderate
8904014976229,Britannia Marie Gold,Snack,2.1,11.6,401,5.5,E220,"ragi, honey, brown rice, trans fat, preservative, garlic, whey protein, invert sugar, whole grain",Healthy,78,Moderate
